name,player_positions,overall,potential,age,height,country
J. Kjær,"CAM, CM",64,76,21,174,Denmark
Pedro Miguel,"RB, CB, RM",68,68,34,180,Qatar
J. Perea,ST,67,72,25,184,Colombia
R. Kouda,"CM, CAM",64,72,22,188,Italy
I. Fofana,"CM, CDM",61,73,21,178,Côte d'Ivoire
V. Cuesta,CB,75,75,36,187,Argentina
Natan,CB,78,84,24,188,Brazil
H. Caballero,"CDM, CM, CB",68,68,34,181,Paraguay
H. Al Ghamdi,"CM, CAM",62,65,26,165,Saudi Arabia
M. Toma,"LM, LW, RB, LB",63,75,18,172,Romania
L. Oyen,"LW, LM",67,76,22,174,Belgium
T. Bair,ST,71,74,25,191,Canada
M. Amondarain,"CM, CDM",63,75,20,185,Argentina
T. Zimmerschied,"LM, LW",69,69,26,180,Germany
F. Engelhardt,"CDM, CM, CB",65,75,22,175,Germany
M. Huard,"LB, CB",66,67,27,177,France
M. Hanousek,"CDM, CM",65,65,33,186,Czechia
O. Schwartau,"CAM, RW, CM",65,77,19,186,Denmark
M. Stjepanović,"CDM, CM",63,73,21,185,Serbia
L. Harris,"CAM, ST, CM",65,80,20,177,Wales
J. Bachmann,"CDM, CM, CAM",66,66,29,196,Germany
S. Raebiger,"CM, CAM",62,76,20,176,Germany
M. Rakneberg,"LB, LM",63,72,23,187,Norway
R. Opruț,"LB, LM",69,69,27,184,Romania
Hong Yun Sang,"LM, LW, ST",65,71,23,177,Korea Republic
Rodri Alonso,"RM, CM, LM, RW",65,77,22,172,Spain
A. Ajeti,ST,68,68,28,181,Switzerland
A. El Azzouzi,"CDM, CM",67,75,24,184,Morocco
L. Serrano,"CM, CDM",61,62,27,176,Bolivia
F. Bohnert,"RB, RM",66,67,27,183,Luxembourg
D. Nejašmić,"CDM, CM",70,72,26,185,Croatia
L. Pinckert,"CB, RB",70,72,25,185,Germany
M. Dibley-Dias,"CM, CDM",58,72,21,171,New Zealand
Y. Paintsil,"RM, RB, LM, RW",62,63,25,180,Norway
J. Duranville,"RM, LM, ST, RW",72,87,19,170,Belgium
L. Page,"CM, CDM, CAM",61,83,16,173,England
S. Roughan,"CB, LB, LM",65,74,22,183,Republic of Ireland
W. Długosz,"RM, CAM, RB",66,69,25,183,Poland
J. Tveita,"LM, RM, LW",61,61,32,184,Norway
M. Briceag,"LB, LM",64,64,33,174,Romania
G. Miller,ST,61,61,27,178,England
M. Feil,"RM, RW",67,67,30,171,Germany
F. Rami,ST,67,74,22,192,Argentina
A. Zambrano,"CM, CDM",61,67,23,168,Ecuador
J. Rostaing,"RB, RM",66,66,30,177,Peru
Kim Bo Kyung,"CM, CAM, LM",61,61,35,176,Korea Republic
V. Sulzbacher,CM,60,75,20,189,Austria
D. Mikanović,"RB, RM",66,66,31,174,Croatia
S. Moreyra,"CDM, CM, CB",67,75,24,179,Argentina
Julio Alonso,"LB, LM",68,70,26,171,Spain
M. Rittmüller,"RB, RM",67,70,26,178,Germany
K. Mizuta,"CAM, CM, LM",64,69,25,182,Japan
L. D'Arrigo,"CDM, CM",62,67,23,176,Australia
A. Nouri,"RB, LB, RM",63,63,35,180,Norway
M. Rosenfelder,"CB, RB, RM",74,83,22,186,Germany
P. Kattirtzis,CM,62,74,19,175,Cyprus
K. Bennetts,"LM, RM, LW",63,64,26,181,England
B. Delgado,"LM, LW, RM",64,64,29,171,Ecuador
J. Knight,CB,69,71,27,192,England
O. Kökçü,"CAM, CM, LM",64,65,26,176,Azerbaijan
C. Miller,"LM, RM, LW",63,63,27,182,Scotland
A. Brody,"RB, LB, RM",68,68,30,178,United States
S. Sessegnon,"LB, RB, RM",65,70,25,174,England
C. Oduor,"CM, LB, RW, CAM",60,62,26,176,Kenya
B. Sørmo,"RB, CB, LB, RM",65,65,28,188,Norway
J. Reid,"ST, LM, LW",66,66,30,181,Northern Ireland
K. Hlynsson,"CAM, CM",68,79,21,179,Iceland
G. Burke,"ST, CAM",65,65,31,180,Republic of Ireland
A. Diaz,"LB, LM",65,70,25,172,Chile
H. Fernández,"CAM, LW, LM, CM",69,69,27,172,Paraguay
C. Lungoyi,"LM, LW, ST, LB",66,68,24,182,Switzerland
C. Woodrow,ST,68,68,30,184,England
Y. Bouchama,"RM, CAM, RW",65,65,28,182,Germany
R. Finnigan,"CM, CDM",60,72,21,185,England
H. Abdallah,"ST, RW, LW, RM",65,65,27,187,Madagascar
G. Bovalina,RB,60,74,20,176,Australia
P. Metcalfe,"CM, RB, RM",64,66,26,183,Canada
Rupérez,"RB, RM",64,74,22,180,Spain
N. Colombo,"CB, RB",73,75,26,182,Argentina
S. Farrell,"CM, CAM, RM",60,63,25,177,Republic of Ireland
K. Gonzalez,"CDM, CM",61,76,19,178,Colombia
G. Rogala,"LM, LB, LW",62,62,29,185,Poland
D. Owusu-Sekyere,"RM, LM, ST, RW",69,72,25,184,Netherlands
E. Ómarsson,"ST, RM, RW",66,66,30,183,Iceland
B. House,"ST, CAM, CM",64,67,25,180,Scotland
I. Diakité,"CB, RB, RM",66,78,21,180,Guinea
E. Kara,ST,67,67,29,192,Austria
L. Pérez,"CM, CDM",62,76,20,186,Argentina
T. Pérez,"CDM, CM",65,79,19,182,Argentina
D. Weidmann,"CM, CAM",64,74,22,180,France
U. Nayir,ST,70,70,32,191,Turkiye
N. Rossen,"CM, CDM",63,74,19,181,Netherlands
Izan Merino,"CM, CDM",66,80,19,183,Spain
G. Caso,"CAM, CM",70,70,26,172,Italy
S. Appelkamp,"CAM, CM, LM",70,75,24,175,Germany
N. Mosti,"CAM, CM",67,67,27,177,Italy
C. Izquierdoz,CB,74,74,36,185,Argentina
A. Rodríguez,"LM, RM, LW",69,70,25,172,Ecuador
Iban Salvador,"CAM, ST, CM",64,64,29,173,Equatorial Guinea
S. Odey,"ST, CAM",64,65,27,182,Nigeria
N. Romero,CB,69,76,21,186,Argentina
A. Villalobos,"CM, CDM",63,74,22,180,Argentina
F. Seriki,"RB, RM",68,77,23,183,England
F. Veseli,"CB, RB, RM",68,68,32,183,Albania
S. Mouriño,"CB, RB, RM",74,85,23,183,Uruguay
P. Hofmann,ST,72,72,32,195,Germany
P. Filipović,CB,66,66,34,188,Germany
T. Rossmann,"LM, LW, ST",68,75,21,183,Germany
H. Rodríguez,"CM, CDM, CAM",65,65,28,174,Bolivia
Calegarcinho,"ST, CAM",72,72,37,175,Brazil
B. Halloran,"RM, LM, CAM, RW",61,61,33,180,Australia
J. Fabisch,"CM, CDM, CAM",63,70,23,180,Zimbabwe
P. Kioso,"RB, RM",66,69,25,183,Congo DR
P. Brough,"LB, LM",63,63,29,191,England
Dalisson,"CAM, CM, ST",64,69,25,172,Spain
N. Kölle,"LM, LB, LW",63,66,25,181,Germany
P. Mortensen,ST,72,72,35,190,Denmark
K. Van de Perre,"CDM, CM",66,74,21,181,Belgium
Pleguezuelo,CB,68,70,28,180,Spain
M. Gyamfi,CB,66,71,25,189,Germany
L. Sánchez,"CAM, CM, LM",66,71,24,171,Colombia
A. Lopane,"CDM, RM, LM, RW",62,74,21,170,Australia
D. Collander,"CM, RW",61,70,23,178,Sweden
P. Brouwer,"CAM, LM, CM",62,66,24,176,Netherlands
Pedrão Tofico,CB,78,78,29,190,Brazil
E. van Ee,"CDM, CM",65,76,21,178,Netherlands
H. Tijanovich,"LM, ST, RM, LW",67,67,29,173,Argentina
T. Crama,"RB, CB",68,73,23,192,France
N. Bassette,ST,66,78,20,186,Belgium
V. Pálsson,"CB, RB",67,67,34,186,Iceland
A. Thapa,"CM, CDM, CAM, CB",59,59,27,169,India
W. Mendieta,"CAM, ST, CM",67,67,36,179,Paraguay
C. Hendry,"ST, CAM",62,63,27,178,Scotland
M. Keane,CB,73,73,32,191,England
V. Rodić,"RW, RM",62,62,31,176,Montenegro
M. Rose,CB,68,68,29,188,Scotland
Leandro Santos,"RB, RM",67,81,19,181,Portugal
M. Nassoh,"LM, CAM, LW",67,76,22,188,Morocco
A. El Ouazzani,"ST, RM, RW",71,78,23,188,Morocco
H. Tabaković,ST,73,73,31,194,Bosnia and Herzegovina
T. Danhof,"RB, RM",66,66,28,184,Germany
B. Bobzien,ST,66,75,22,174,Germany
Jung Woo Young,"CDM, CM, CB",65,65,35,187,Korea Republic
Juli Freitinho,CB,75,75,25,192,Brazil
G. Viera,"RW, RM",65,69,24,176,Uruguay
J. Fernández,"RW, RM, LW",68,75,21,183,Argentina
W. Kokolo,"LB, LM",65,70,25,181,France
L. Moreno,"CDM, CM",61,71,20,178,Ecuador
C. Olivier,"CDM, CB, RB",60,78,18,187,Austria
B. Gutiérrez,"LM, CM, CAM, LW",68,79,22,178,United States
N. Sangui,"LB, LM",67,79,19,178,France
E. Torregrossa,"ST, CAM, CM",68,68,33,184,Venezuela
C. Maycock,"CM, CDM, CAM",60,61,27,182,England
T. Conway,"ST, CAM",70,78,22,178,Scotland
K. Wriedt,ST,65,65,30,188,Ghana
J. Hugill,ST,65,65,33,183,England
Eguinaldo,"LM, LW, ST",70,82,20,175,Brazil
L. Montenegro,"CM, LM, RM",63,74,22,177,Argentina
K. Green,"CM, CAM",62,62,28,184,England
M. Alfarela,"ST, LW, LM",68,68,27,173,France
Manu Vallejo,"ST, LM, CAM",65,65,28,167,Spain
T. Porra,"LM, RM, CM, LB",65,76,21,173,Argentina
Z. Booth,"RM, LM, CAM, RW",63,75,21,175,United States
P. Krätschmer,"CB, LB, LM",62,64,28,187,Germany
Kim Jin Ya,"RB, LB, RM",61,62,27,177,Korea Republic
L. Bernasconi,"LM, LB",65,76,21,190,Italy
D. Romero,ST,65,66,27,173,Dominican Republic
H. Biggins,"CM, CAM, CDM",62,62,29,175,England
Gonçalo Esteves,"RB, RM",64,72,21,171,Portugal
V. Demaku,"CM, CDM, CB",65,70,25,180,Kosovo
M. Mitaj,"LB, LM, CDM",68,76,21,180,Albania
Jesús Alvarez,"CM, CDM",64,69,25,180,Spain
C. Kabasele,CB,72,72,34,187,Belgium
Lamine Fanne,"CDM, CM",69,78,21,187,Spain
I. Cissoko,"LM, LW",69,78,22,178,Netherlands
A. Franco,"CM, CAM",66,70,23,179,Paraguay
M. Gabbia,CB,78,83,25,185,Italy
Medrano,"LB, LM",66,71,25,172,Spain
Arthur Silbeira,ST,70,70,29,178,Brazil
Afonso Moreira,"LM, RM, LW",67,77,20,176,Portugal
J. Hill,"CB, RB, RM",71,77,23,184,England
Igor Julio,"CB, LB, LM",76,78,27,185,Brazil
Huang Zhengyu,"CDM, CM",66,67,28,178,China PR
M. Gómez,"CM, CDM",61,77,19,172,Argentina
J. Davis,"RB, CDM, CM, RM",67,73,23,178,United States
Manu Justo,ST,66,66,29,174,Spain
E. Soleri,ST,67,68,27,194,Italy
C. Antwi-Adjei,"LM, RM, CAM, LW",69,69,31,173,Ghana
B. Nastić,"LB, LM, CB",63,63,30,182,Bosnia and Herzegovina
J. Heuer,CB,68,73,25,189,Germany
R. Vata,"LM, LW, CAM",67,80,20,178,Republic of Ireland
G. Diangana,"CAM, RM, LM, CM",70,70,27,180,Congo DR
D. Puebla,"LM, CAM, RM, LW",67,74,22,170,Argentina
K. Sidibé,"CDM, CM",71,76,26,202,France
C. Grant,"CAM, LW, CM",61,66,23,178,Republic of Ireland
Tang Miao,"RB, RM, CB",61,61,34,176,China PR
Jadenilson Baia,"RB, RM",67,67,33,167,Brazil
M. Komenda,"CB, LB, LM",69,69,28,183,Germany
M. Mensah,"CM, CDM, CAM",63,72,21,168,Ghana
D. Williams,CB,66,66,32,180,Republic of Ireland
J. Romero,CM,61,71,19,174,Colombia
D. Kyereh,"CAM, ST, CM",71,71,29,179,Ghana
I. Lushaku,"CM, CDM, CB",65,71,24,177,Kosovo
Pedro Henrique,ST,70,70,28,190,Brazil
G. Ríos,"LM, RM, CM, LW",68,69,26,172,Argentina
H. Matthys,CB,67,67,29,186,Belgium
A. Glennon,"LB, LM",61,63,25,181,England
S. Molde,LB,67,67,28,183,Norway
S. Armstrong,ST,68,78,22,182,Republic of Ireland
K. Olaigbe,"LM, CAM, RM, LW",67,77,22,178,Belgium
F. Jeltsch,CB,72,87,18,187,Germany
S. Diaby,"LB, LM",63,68,25,173,Côte d'Ivoire
R. Russo,"CAM, ST, LW, CM",64,65,26,171,Italy
T. Ramírez,CB,69,85,18,185,Argentina
K. Fery,"CM, CDM",64,64,31,178,Germany
E. Taylor,"RM, LM, RW",63,68,22,182,England
P. Peda,CB,67,76,23,192,Poland
A. Pyndt,"CM, CDM",63,70,24,175,Denmark
S. Obeng,ST,68,68,28,183,Ghana
J. Rasmussen,CB,71,73,28,190,Denmark
M. Bolados,"RW, LW, RM",66,66,29,170,Chile
T. Hall,"CDM, CM",62,79,19,169,England
J. Gallard,"CAM, CM",61,72,21,174,Argentina
L. Dobbin,"LM, LW",67,77,22,175,England
A. Anello,"LM, LW",66,72,23,182,United States
T. Chahed,"RB, RM",60,60,29,184,Germany
L. Badé,CB,78,84,25,191,France
Saulo Mineiro,"ST, RW, LW, RM",70,70,28,184,Brazil
Júnior Brumado,ST,66,69,26,190,Brazil
D. Sanches Fernandes,"RM, RW",68,73,24,178,Netherlands
M. Vitík,CB,74,80,22,193,Czechia
K. Vaesen,ST,66,72,24,190,Belgium
C. Ibañez,"LB, LM",69,72,26,179,Argentina
B. Goncalves,"CB, LB, LM",69,69,28,190,France
J. Magnússon,"CDM, CM",65,68,27,178,Iceland
J. Dos Santos,ST,67,67,33,181,Uruguay
A. Charles,"CDM, CM",60,61,26,180,Grenada
L. Joseph,"RW, RM",69,72,24,183,France
S. Jaurena,"CM, CAM",62,65,25,174,Argentina
Mauricio Clerez,CB,68,68,29,189,Brazil
M. McKenzie,CB,74,79,26,184,United States
L. Cornic,"RB, RM",66,73,24,178,Norway
M. Fonseca,ST,66,73,24,181,Uruguay
S. Kerk,"CAM, CM, ST",64,64,31,182,Germany
B. Dietze,"CM, CDM, CB",62,71,21,183,Germany
A. Lauray,"CDM, CB, CM",63,63,28,175,France
V. Pop,"CM, CDM",59,62,24,180,Romania
A. Papetti,CB,67,77,22,186,Italy
Bernat Guiu,"ST, CAM",66,71,24,178,Spain
M. Boateng,"CDM, CM",65,74,22,182,England
N. Savona,"RB, LB, RM",71,80,22,192,Italy
E. Newby,"LM, RM, LB, LW",62,62,29,177,England
A. Dumiter,"ST, RM, RW",61,62,26,184,Romania
S. Roux,"RB, RM",62,62,32,181,New Zealand
M. Young,"CB, RB, RM",69,83,19,182,Netherlands
J. Jacquet,CB,75,84,19,188,France
João Tomé,"RB, RM",66,74,22,185,Portugal
Rober,"RM, CAM, CM, RW",67,73,24,173,Spain
B. Yusuf,"LW, LM, ST",69,75,24,180,Nigeria
G. Ilenikhena,ST,72,82,18,185,Nigeria
Guto Costinho,CB,73,73,33,179,Brazil
Marc Gual,ST,70,70,29,184,Spain
J. Clarke,"ST, CAM, CM",62,65,24,186,Republic of Ireland
P. Fahrner,RB,65,70,22,175,Germany
T. Singh,"RB, RM",63,63,33,181,Australia
Aitor Buñuel,"RB, LB, RM",66,67,27,173,Spain
I. Soumaré,"LM, ST, LW",72,76,24,182,Senegal
L. Scipioni,"CM, CDM",65,78,20,181,Argentina
S. Essende,ST,74,74,27,192,Congo DR
F. Bruera,ST,71,72,26,194,Argentina
S. Forde,"RM, RW",63,73,21,174,England
M. Grüger,"CDM, CM",65,75,20,186,Germany
S. Fofana,"CDM, CB, CM",65,72,22,192,Togo
L. Hasa,CM,65,74,21,172,Italy
L. Małachowski Thorell,"CM, RW",64,76,20,175,Sweden
A. Ousou,CB,71,75,25,186,Syria
R. Hardie,ST,69,69,28,188,Scotland
J. Asp-Jensen,"CAM, CM, LW",65,81,19,182,Denmark
M. Mustapha,ST,65,72,24,185,Austria
Júlio Romão,"CDM, CM",68,69,27,193,Brazil
N. Sekulov,"CAM, RM, LM, CM",65,74,23,185,Italy
T. Meynadier,"RB, RM",65,70,25,176,France
N. Buso,"LW, LM",67,68,25,176,Italy
H. Skogvold,"ST, LW, LM",64,78,20,176,Norway
J. Mause,ST,65,66,26,188,Germany
Antonaldo Vaz,"LB, LM",71,71,25,174,Brazil
T. Sabitzer,"ST, CAM, CM",65,71,24,182,Austria
Ryu Jae Moon,"CDM, CM, CB",63,63,31,178,Korea Republic
C. Mena,"RM, RW",68,73,22,174,Colombia
K. Kostons,"ST, RM, RW",67,70,25,186,Netherlands
Abdu Conté,"LB, LM",64,65,27,183,Portugal
F. Tsadjout,ST,68,70,25,190,Italy
D. Karlsbakk,"ST, RM",67,78,22,185,Norway
D. Camara,"RM, CAM, CM, RW",63,69,23,179,Côte d'Ivoire
B. Burrowes,"RM, ST, RW",65,82,17,179,England
H. Cuenca,"RW, CAM, RM",62,77,20,183,Paraguay
O. McEntee,"CM, CB, CDM",63,66,24,190,Republic of Ireland
P. Stolarski,"RB, RM",64,64,29,181,Poland
M. Guaramato,"RB, CB, LB, LM",67,67,31,172,Venezuela
Jorge Cuenca,CB,74,78,25,190,Spain
Huang Zichang,"RM, RW",61,61,28,173,China PR
T. Kongolo,CB,66,66,31,188,Netherlands
A. Matthews,"RB, CB, RM",60,60,33,178,Wales
William Gomes,"LW, RW, LM",70,82,19,171,Brazil
K. Holmén,CM,65,74,23,177,Sweden
F. Rasmussen,CB,72,72,33,191,Argentina
J. Beck,"CM, CDM",60,77,20,178,Denmark
R. Fosso,"CDM, CM",68,75,23,183,Switzerland
Huang Ruifeng,"CM, RB, LB, RM",60,64,25,180,China PR
R. Omorowa,ST,65,75,21,181,Sweden
A. Dursun,"LB, LM",63,66,26,176,Turkiye
M. Ameyaw,"RM, LM, CAM, RW",69,72,24,175,Poland
T. Seto,"CDM, CM",62,62,39,181,Japan
K. Knoyle,"RB, CB, RM",63,63,28,177,England
Guirao,"CDM, CM",65,73,22,175,Spain
L. Bennett,"RB, RM",65,73,23,171,England
S. García,CB,66,76,20,186,Colombia
V. Granath,"RM, RB, RW",63,63,26,189,Sweden
J. Gibbons,"RB, LB, CB, RM",63,63,27,175,England
N. Fernández,"RB, RM",66,69,25,173,Chile
S. Savić,CB,78,78,34,187,Montenegro
K. Karetsas,"CAM, RW, CM",70,86,17,171,Greece
E. Sørensen,"LM, ST, RM, LW",66,67,25,189,Denmark
V. Janjičić,"CDM, CM",64,69,26,180,Switzerland
J. Scherzer,"LB, LM, LW",65,65,29,185,Austria
D. Fernández,"LM, RM, LW",69,76,22,171,Paraguay
O. Ashley,"CDM, CM",64,68,25,180,England
J. Olayinka,"CM, CDM, CAM",59,61,24,175,England
Carlos Isaac,"RB, RM",68,69,27,184,Spain
J. Currie,"LB, LM",66,73,23,175,England
F. Ovelar,"RM, RW, ST",66,73,21,170,Paraguay
M. Al Sahafi,"ST, RM, RB",63,75,21,179,Saudi Arabia
Zhang Huachen,"CM, CDM",59,60,27,176,China PR
Zhang Yuan,"CM, CDM",60,60,28,184,China PR
J. Marabel,ST,69,70,27,182,Paraguay
E. Archer,"LM, CAM, CM, LW",64,72,22,173,England
M. N'Diaye,"LB, LM",72,80,23,181,Senegal
D. Mancilla,"LB, LM, CM",65,65,34,178,Bolivia
A. Cornelius,ST,69,69,32,193,Denmark
A. Ghram,"CB, CDM, CM",67,75,23,190,Tunisia
D. Veroli,"CB, LB",68,79,22,188,Italy
D. Romero,"RB, RM, LB",65,72,24,177,Ecuador
O. Dale,"RM, LM, RB",66,67,26,175,England
S. Pirkl,"LM, LB",66,66,28,176,Austria
K. Jóźwiak,"LM, LW, RM",68,68,27,176,Poland
F. Abiuso,ST,67,76,22,185,Italy
Nabil Touaizi,"RM, RB, ST",65,71,24,183,Morocco
Manu Rico,"LM, LW",63,75,22,178,Spain
E. Camara,"CDM, CM, CB",68,78,22,191,France
M. Castillo,"LM, LB, LW",66,76,22,180,Colombia
A. Al Hassan,"RM, CM, CDM, RB",60,75,21,185,Saudi Arabia
J. Castillo,"CDM, CM",67,67,29,175,Peru
G. Cabezas,CM,64,75,22,180,Colombia
L. Martínez,"CM, CDM",64,69,25,180,Paraguay
C. Jenkinson,"RB, CB",61,61,33,185,England
G. Tsitaishvili,"RM, LB, RW",72,78,24,171,Georgia
D. Sylla,"RM, RB",64,75,22,175,Guinea
B. Pereira,"RB, CB, RM",67,76,22,172,France
M. Sande,"RW, CM, RM",65,65,27,181,Norway
N. Botić,ST,68,74,23,183,Australia
P. Mukairu,"LM, LW, RM",67,70,25,182,Nigeria
T. Simpson,ST,61,66,23,186,England
Dalmau,ST,67,67,31,180,Spain
M. Pannewig,"CM, CDM, CAM",64,75,20,195,Germany
S. Sandal,"CM, CDM",64,71,22,193,Norway
C. Lema,CB,74,74,35,191,Argentina
Moon Min Seo,"CM, LM, CAM",62,67,21,181,Korea Republic
Mario González,ST,69,69,29,183,Spain
K. Opoku,"ST, RW, CAM",66,69,23,170,Ghana
Lee Chung Yong,"RM, LM, CAM, RW",65,65,36,180,Korea Republic
J. Pérez,"CAM, RM, LM, CM",67,78,20,169,Colombia
Yusi,"LB, LM",63,81,19,170,Morocco
P. Adu,ST,70,75,21,179,Ghana
Hugo Vallejo,"LM, LW",66,67,25,186,Spain
Gorka Gorosabel,CM,61,77,19,178,Spain
M. van Duinen,"ST, LM",63,63,33,185,Netherlands
Gonçalo Costa,"LB, LM",67,72,25,178,Portugal
O. Dodgson,"LB, LM",63,72,22,178,England
A. Murphy,CM,60,74,20,178,Republic of Ireland
S. Primante,"ST, LW, LM",63,75,20,182,Argentina
Y. Cheberko,CB,68,71,27,183,Ukraine
T. Pouilly,"RB, CDM, RM",66,74,22,180,France
Rober Sierra,"CM, CDM",63,63,29,182,Spain
P. Omochere,"ST, RW, LW, RM",62,67,24,187,Republic of Ireland
O. Wolff,"CDM, CM, LM, CAM",65,77,20,175,United States
M. Mróz,"CAM, CM",63,66,26,179,Poland
N. Alioui,"LW, ST, LM",67,68,26,175,France
L. Spendlhofer,CB,63,63,32,187,Austria
A. Cîmpanu,"RM, RW",63,67,24,178,Romania
N. Burkart,"LM, RM, LW",66,68,25,174,Switzerland
J. Hernández,"RM, RW",65,65,28,180,Venezuela
K. Tejan,"RM, ST, RW",65,65,28,188,Netherlands
N. Holm,"ST, RW, RM",67,73,24,186,Norway
Ever Corredeira,ST,69,69,29,181,Brazil
J. Hummelvoll-Nuñez,"ST, CAM",67,67,28,182,Norway
S. Merkaj,ST,67,67,27,188,Albania
Coba da Costa,"LM, RM, LW",71,80,22,182,Spain
E. Kemaloğlu,CM,60,63,26,177,Turkiye
Figueiredo,"LW, ST, LM",68,72,23,178,Brazil
T. Teklić,"CAM, CM, RM",65,68,25,181,Croatia
J. Ayunga,"ST, RW, LW, RM",64,64,28,185,Kenya
A. Santos,"CM, LM",62,75,19,166,Netherlands
P. Klimala,ST,68,69,26,183,Poland
F. Pierrot,ST,72,72,30,194,Haiti
L. Sutton,"CDM, CM",60,60,28,180,England
B. Cuesta,ST,71,71,36,171,Argentina
K. Edwards,"LM, LW",65,65,27,172,England
Bruno Viana,CB,71,71,30,187,Brazil
S. Sazonov,CB,73,78,23,194,Georgia
A. Laâziri,"LB, LM",65,74,21,177,Morocco
K. Sierhuis,ST,69,70,27,180,Netherlands
Serpeta,"LW, LM",65,68,25,179,Spain
Juanto Ortuño,ST,69,69,33,179,Spain
Davinchi,"LB, LM",64,80,17,182,Spain
G. Svensson,"CB, CDM, CM",68,68,38,184,Sweden
Woo Joo Seong,"CB, RB",63,63,32,183,Korea Republic
K. Cybulski,"LW, LM, RM",63,76,19,175,Poland
M. Abena,"CB, RB",70,70,30,191,Suriname
Luiz Felipe,CB,75,77,28,187,Italy
L. Coyle,"CM, CDM",59,61,25,175,Northern Ireland
L. Buchanan,"LB, CB",70,76,24,175,England
E. Andersen,"LW, CM, RW, LM",65,65,32,182,Norway
G. Diakité,"ST, CM",62,77,19,182,Mali
J. Rodon,CB,76,78,27,193,Wales
L. Zahović,ST,67,67,29,177,Slovenia
C. Norman,"RB, CB, RM",62,62,29,188,England
S. Faye,"RM, RW",64,72,22,179,Senegal
T. Oermann,"CB, RB, RM",72,80,21,187,Germany
J. Pérez,"RB, RM",68,68,31,175,Paraguay
O. Sæter,ST,67,67,29,193,Norway
I. Kanu,"RB, RM",62,64,25,182,Sierra Leone
S. Mráz,ST,68,68,28,184,Slovakia
R. Rabia,CB,67,67,32,183,Egypt
L. Blum,"RB, LB, RM",69,76,23,181,Switzerland
V. Matoshi,"CM, CAM, RM",62,70,21,184,Switzerland
Show,"CDM, CM",66,68,26,180,Angola
M. Mina,"LB, LM",69,72,26,177,Colombia
D. Gleiber,"CM, CAM",61,76,20,178,Germany
Welliton Helmes,"CAM, CM",66,66,25,172,Brazil
Wang Jinxian,"LM, CM, LB",65,65,29,177,China PR
M. Reali,"LW, ST, RM, LM",70,70,28,165,Argentina
L. Ben Farhat,"ST, CAM",64,81,18,175,Tunisia
D. Bouah,"RM, RB",65,70,23,183,Italy
O. Liimatta,"CAM, CM",65,78,20,169,Finland
E. Botka,"RB, CB, RM",68,68,30,178,Hungary
Thiago,CB,71,71,30,184,Brazil
P. Abraham,"LM, ST, RM, LW",67,74,22,176,Sweden
A. Al Bishi,"RM, RW",63,63,31,173,Saudi Arabia
L. Kelly,"CDM, CM",66,66,35,187,Scotland
O. Barreto,CB,69,71,27,185,Paraguay
J. Lindekilde,"CM, CAM",61,78,19,188,Denmark
M. Batmaz,ST,68,73,25,180,Turkiye
B. Guille,"LW, CAM, RM, LM",64,64,27,170,Argentina
M. Valinčić,"RB, RM",68,76,22,180,Croatia
K. Kodisang,"RM, RW",68,69,25,168,South Africa
Fabiem Jardim,"CAM, CM",62,62,29,182,Brazil
R. Ascone,"CM, RW",62,73,21,180,France
Óscar Gil,"CB, CDM, CM",66,66,30,184,Spain
M. Ngadeu,CB,73,73,34,190,Cameroon
N. Collins,CB,79,82,24,193,Republic of Ireland
A. Qasem,"LW, RM, CAM, LM",66,73,21,178,Sweden
G. Kyei,ST,68,68,29,188,France
J. Armer,"CB, LB, LM",63,69,24,185,Scotland
M. Kumbulla,CB,77,80,25,191,Albania
E. Tavşan,"RW, RM, CAM",68,71,24,183,Netherlands
A. Pop,"ST, RW, LW, RM",66,69,25,183,Romania
Y. Hirakawa,"RM, LM, CAM, RW",68,74,24,172,Japan
B. Turgott,"ST, LW, LM",64,64,31,183,Jamaica
N. Wurmbrand,"RM, ST, RW",68,83,19,172,Austria
Davi Parrela,"CB, CDM",76,76,25,191,Brazil
T. Shade,"LM, RM, ST, LW",61,64,25,183,Saint Kitts and Nevis
T. Claes,"CM, CAM, CDM",66,78,21,181,Belgium
C. Taylor,"LM, CAM, LW",64,78,21,175,Australia
D. van der Kust,"LB, LM",67,71,24,168,Suriname
B. Tashchy,"CAM, ST, CM",63,63,31,192,Ukraine
K. Thompson,"RB, RM, CM, RW",63,68,22,178,Canada
V. Zagaritis,"LB, LM",66,73,24,178,Greece
Kauã Zanson,"CB, RB",67,67,29,179,Brazil
L. Kamberi,"RB, CB",68,73,25,183,Switzerland
A. Chang,"CDM, CM",62,70,22,185,England
B. Cipenga,"LM, RM, LW",66,66,27,172,Congo DR
F. Mora,ST,71,71,31,175,Chile
T. Wright,"LB, LM, CAM",62,66,23,179,Republic of Ireland
B. Kramer,ST,68,68,29,191,Slovenia
Hou Yongyong,"RM, CM, CDM, RW",64,64,27,183,China PR
Paulo Daineiro,"CAM, CM",68,68,29,168,Brazil
K. Al Samiri,"CDM, CM",62,62,28,165,Saudi Arabia
N. Hefti,"LB, LM",66,69,25,175,Switzerland
H. Hoseth,"RB, RM",63,66,26,182,Norway
M. Ndiaye,"RW, RM, LW",64,70,21,178,Senegal
T. Bottari,"CM, CDM",64,68,24,173,Argentina
M. Southam-Hales,"RB, RM",63,63,29,175,Wales
W. Kanga,ST,69,70,27,189,Côte d'Ivoire
